C1,C2,Z,X,T,P,Y
0.7851850823103762,4.933949472560879,17.137620738316734,1.677060516443907,,55.548802700399804,108.75971365535015
-1.7776809623702012,3.9926994792488073,9.496149215416464,-5.638542350164256,,13.987551441316825,32.2605034240013
0.7147456498889451,4.655250085092676,15.893931467191463,1.5468558886216923,,52.27320994524389,103.59100723435755
-0.23372405785172545,6.4294634550354,16.87844455844098,-0.5907541266090568,,49.93362631467571,99.03067450566793
0.707457710864381,7.555713310061028,23.926632919384083,3.319551664055056,,80.22684598038367,160.27369611046987
0.7769316923548287,6.140974661727147,18.821079794974185,1.5597529199232816,,60.32828344200379,119.40890973716704
1.6079150611191575,5.20344641694354,18.623563600150863,5.824565681125886,,69.27155807545736,136.50664474007658
1.3534536476212031,7.996023540608855,27.674982153202865,3.278688870516722,,90.16346905698609,180.04789032898645
1.3465716626102961,4.374327053896955,16.12127532278643,3.192087775334004,,55.670618432880325,112.72693476169418
1.4436703191662383,7.061838676733814,25.220947534931348,5.149605575841928,,86.91954393501561,174.31154878247247
0.29137898481594593,4.423874403297443,14.196135100237761,1.7960733324554545,,46.0670927769409,94.43564335243147
0.0321850870368397,5.862045916021787,16.35218198247014,0.9479651978731733,,51.64290729748495,100.71297016365683
0.8728170831783344,4.772874870419097,13.543411771041223,1.302653841316862,,43.32820386973245,86.69754243794448
0.7320809514330224,4.888295634694378,16.277857568628768,1.7302918762270165,,53.096314465809456,106.42543211932356
-0.30906623673826017,4.24522696507558,11.903621955399053,-0.10421011821145909,,36.153997488847345,71.61203868550943
0.40482340880826806,7.6897080623613885,22.901825265318816,1.2560120669886987,,71.17758659412968,142.08677079489948
-0.03509646678459442,3.53414792378293,8.831623588128224,-1.1789822465512474,,24.545773085956437,46.112677798652776
-0.853932908460056,3.519535494902583,8.115997454314927,-2.1034807862547265,,17.812214704002947,38.15444071126107
1.2904607413763498,9.24198713169022,30.112391392958582,3.1565749651375787,,97.24705578086439,192.87643896561227
0.05519924253008922,6.955695129308663,21.643361696692555,1.9601225759824796,,70.42621979831384,140.17327761917772
